ASV,Tax_Rank,Phylum,Class,Order,Family,Subfamily,Genus,Species,Confidence,Supporting_Recs,Best_ID_percent,Number_of_BOLD_hits,Top_hit_families,Top_hit_genera,Top_hit_species,Ambiguous_family,Ambiguous_genus,Ambiguous_species,Assignment_status
ASV434,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV44,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV441,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV445,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV45,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV47,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV472,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV473,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV48,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV480,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV491,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV496,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV50,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV504,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV519,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV53,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV533,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV537,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV759,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,100,100.00,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus amisiensis;Rubus aphidifer;Rubus arrheniiformis;Rubus bertramii;Rubus bovinus;Rubus braeuckeriformis;Rubus caesius;Rubus calotemnus;Rubus campaniensis;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus dasyphyllus;Rubus dejonghii;Rubus divaricatus;Rubus edeesii;Rubus eglandulosus;Rubus eifeliensis;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foliosus;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus griesiae;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus horrefactus;Rubus hypomalacus;Rubus incisior;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus leucandrus;Rubus lindebergii;Rubus lobatidens;Rubus magnisepalus;Rubus montanus;Rubus muenteri;Rubus mus;Rubus nemoralis;Rubus nemoripatens;Rubus nitidiformis;Rubus opacus;Rubus oreades;Rubus phoenicolasius;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus scidularum;Rubus sciocharis;Rubus senticosus;Rubus spiculus;Rubus tubanticus;Rubus ubericus;Rubus vulgaris,NO,NO,YES,Assigned
ASV602,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,95,99.72,100,Ranunculaceae,Helleborus,Helleborus orientalis,NO,NO,NO,Assigned
ASV691,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,95,99.76,100,Ranunculaceae,Helleborus,Helleborus viridis,NO,NO,NO,Assigned
ASV575,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,94,99.70,100,Celastraceae,Euonymus,Euonymus verrucosus,NO,NO,NO,Assigned
ASV658,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,94,99.30,100,Malvaceae,Grewia,Grewia hirsuta,NO,NO,NO,Assigned
ASV674,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,94,98.48,100,Boraginaceae,Pulmonaria,Pulmonaria angustifolia;Pulmonaria obscura;Pulmonaria officinalis,NO,NO,YES,Assigned
ASV539,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,93,99.54,100,Euphorbiaceae,Mercurialis,Mercurialis ovata,NO,NO,NO,Assigned
ASV626,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,93,100.00,100,Euphorbiaceae,Mercurialis,Mercurialis ovata,NO,NO,NO,Assigned
ASV687,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,93,100.00,100,Euphorbiaceae,Mercurialis,Mercurialis perennis,NO,NO,NO,Assigned
ASV689,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,93,99.45,100,Euphorbiaceae,Euphorbia,Euphorbia carniolica,NO,NO,NO,Assigned
ASV693,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,93,99.32,100,Ranunculaceae,Anemone,Anemone nemorosa,NO,NO,NO,Assigned
ASV705,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,93,100.00,100,Euphorbiaceae,Mercurialis,Mercurialis ovata,NO,NO,NO,Assigned
ASV649,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,92,97.94,100,Rosaceae,Rubus,Rubus fruticosus agg.,NO,NO,NO,Assigned
ASV735,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,91,99.30,100,Malvaceae,Grewia,Grewia hirsuta,NO,NO,NO,Assigned
ASV597,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,89,98.69,100,Boraginaceae,Omphalodes,Omphalodes verna,NO,NO,NO,Assigned
ASV6,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,89,99.34,100,Boraginaceae,Omphalodes,Omphalodes verna,NO,NO,NO,Assigned
ASV630,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,89,99.02,100,Boraginaceae,Omphalodes,Omphalodes verna,NO,NO,NO,Assigned
ASV764,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,81,100.00,100,Euphorbiaceae,Euphorbia,Euphorbia amygdaloides;Euphorbia characias,NO,NO,YES,Assigned
ASV662,GENUS,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculoideae,Clematis,,100.0,61,100.00,100,Ranunculaceae,Clematis,Clematis vitalba,NO,NO,NO,Assigned
ASV639,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,54,97.06,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus canduliger;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus condensatus;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foersteri;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus lindleianus;Rubus loehrii;Rubus muenteri;Rubus muridens;Rubus negatus;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus picearum;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus procerus;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus schleicheri;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris,NO,NO,YES,Assigned
ASV583,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Fragaria,,100.0,43,99.52,100,Rosaceae,Fragaria,Fragaria vesca,NO,NO,NO,Assigned
ASV714,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,40,96.97,100,Rosaceae,Rubus,Rubus oreades,NO,NO,NO,Assigned
ASV634,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,36,96.80,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus canduliger;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus condensatus;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus erinulus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foersteri;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus lindleianus;Rubus loehrii;Rubus muenteri;Rubus muridens;Rubus negatus;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus picearum;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus procerus;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus schleicheri;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris,NO,NO,YES,Assigned
ASV697,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Fragaria,,100.0,36,99.28,100,Rosaceae,Fragaria,Fragaria vesca,NO,NO,NO,Assigned
ASV757,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Fragaria,,100.0,36,99.04,100,Rosaceae,Fragaria,Fragaria vesca,NO,NO,NO,Assigned
ASV785,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,35,96.80,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus canduliger;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus condensatus;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foersteri;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus lindleianus;Rubus loehrii;Rubus muenteri;Rubus muridens;Rubus negatus;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus picearum;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus procerus;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus schleicheri;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris,NO,NO,YES,Assigned
ASV716,SUBFAMILY,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,,100.0,3,96.39,100,Rosaceae,Fragaria,Fragaria vesca,NO,NO,NO,Assigned
ASV742,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Fragaria,,100.0,3,97.36,100,Rosaceae,Fragaria,Fragaria vesca,NO,NO,NO,Assigned
ASV773,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Aremonia,,100.0,1,99.51,100,Rosaceae,Aremonia,Aremonia agrimonioides,NO,NO,NO,Assigned
ASV544,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.94,93,99.47,100,Rosaceae,Rubus,Rubus cochinchinensis;Rubus longior;Rubus negatus;Rubus oreades,NO,NO,YES,Assigned
ASV778,CLASS,Tracheophyta,Magnoliopsida,,,,,,99.92,84,99.34,100,Boraginaceae,Omphalodes,Omphalodes verna,NO,NO,NO,Assigned
ASV551,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.91,93,99.73,100,Rosaceae,Rubus,Rubus cochinchinensis;Rubus longior;Rubus negatus;Rubus oreades,NO,NO,YES,Assigned
ASV543,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.89,93,99.20,100,Rosaceae,Rubus,Rubus cochinchinensis;Rubus longior;Rubus negatus;Rubus oreades,NO,NO,YES,Assigned
ASV739,GENUS,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercoideae,Quercus,,99.88,72,98.93,100,Fagaceae,Quercus,Quercus aliena,NO,NO,NO,Assigned
ASV574,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.83,90,100.00,100,Rosaceae,Rubus,Rubus dumetorum;Rubus lobatidens;Rubus plicatus,NO,NO,YES,Assigned
ASV670,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.74,94,100.00,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus lindleianus;Rubus loehrii;Rubus muenteri;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus schleicheri;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris,NO,NO,YES,Assigned
ASV767,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.67,95,99.47,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus loehrii;Rubus muenteri;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris,NO,NO,YES,Assigned
ASV736,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.63,44,98.78,100,Rosaceae,Rubus,Rubus coreanus;Rubus inopertus;Rubus inopertus var. echinocalyx;Rubus mesogaeus;Rubus phoenicolasius;Rubus subinopertus,NO,NO,YES,Assigned
ASV609,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.62,92,99.37,100,Rosaceae,Rubus,Rubus fruticosus agg.,NO,NO,NO,Assigned
ASV753,FAMILY,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,,99.61,23,94.87,100,Rosaceae,Acaena,Acaena ovalifolia,NO,NO,NO,Assigned
ASV679,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.59,96,99.73,100,Rosaceae,Rubus,Rubus leucandrus,NO,NO,NO,Assigned
ASV65,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.58,98,99.77,100,Rosaceae,Rubus,Rubus fruticosus agg.,NO,NO,NO,Assigned
ASV596,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.57,93,98.93,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus muenteri;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris,NO,NO,YES,Assigned
ASV713,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.52,92,99.08,100,Rosaceae,Rubus,Rubus fruticosus agg.,NO,NO,NO,Assigned
ASV547,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rosa,,99.47,97,99.49,100,Rosaceae,Rosa,Rosa omeiensis,NO,NO,NO,Assigned
ASV734,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.46,35,99.54,100,Rosaceae,Rubus,Rubus flagellaris;Rubus lasiandrus;Rubus pentagonus;Rubus pinnatisepalus;Rubus reflexus,NO,NO,YES,Assigned
ASV627,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.34,98,100.00,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus frederici;Rubus fruticosus agg.;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus loehrii;Rubus muenteri;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris,NO,NO,YES,Assigned
ASV671,CLASS,Tracheophyta,Magnoliopsida,,,,,,99.3,95,99.30,100,Orobanchaceae;Rosaceae,Castilleja;Rubus,Castilleja unalaschcensis;Rubus cochinchinensis;Rubus fruticosus agg.;Rubus ichangensis;Rubus idaeus;Rubus parviflorus;Rubus pubescens;Rubus pungens var. indefensus;Rubus saxatilis;Rubus sumatranus,YES,YES,YES,Assigned
ASV60,CLASS,Tracheophyta,Magnoliopsida,,,,,,99.24,95,100.00,100,Ranunculaceae,Helleborus,Helleborus viridis,NO,NO,NO,Assigned
ASV756,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.22,86,100.00,100,Rosaceae,Rubus,Rubus cochinchinensis;Rubus idaeus,NO,NO,YES,Assigned
ASV677,SUBFAMILY,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Digitalidoideae,,,98.89,50,100.00,100,Plantaginaceae,Veronica,Veronica officinalis,NO,NO,NO,Assigned
ASV538,CLASS,Tracheophyta,Magnoliopsida,,,,,,98.72,94,99.15,100,Boraginaceae;Orobanchaceae,Castilleja;Mertensia,Castilleja yukonis;Mertensia longiflora;Mertensia maritima;Mertensia paniculata,YES,YES,YES,Assigned
ASV7,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,98.7,86,100.00,100,Rosaceae,Rubus,Rubus cochinchinensis;Rubus idaeus;Rubus saxatilis,NO,NO,YES,Assigned
ASV73,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,98.66,87,100.00,100,Rosaceae,Rubus,Rubus cochinchinensis;Rubus idaeus,NO,NO,YES,Assigned
ASV71,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,98.54,79,99.77,100,Rosaceae,Rubus,Rubus idaeus;Rubus saxatilis,NO,NO,YES,Assigned
ASV647,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,98.48,69,100.00,100,Rosaceae,Rubus,Rubus cochinchinensis;Rubus coreanus;Rubus idaeus;Rubus phoenicolasius;Rubus saxatilis,NO,NO,YES,Assigned
ASV766,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Amygdaloideae,Prunus,,98.28,83,100.00,100,Rosaceae,Prunus,Prunus domestica subsp. insititia;Prunus tenella,NO,NO,YES,Assigned
ASV720,GENUS,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,,Omphalodes,,98.12,6,99.34,100,Boraginaceae,Omphalodes,Omphalodes verna,NO,NO,NO,Assigned
ASV788,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Amygdaloideae,Sorbus,,96.65,66,99.77,100,Rosaceae,Sorbus,Sorbus arranensis;Sorbus cuneifolia,NO,NO,YES,Assigned
ASV643,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Amygdaloideae,Sorbus,,96.58,52,100.00,100,Rosaceae,Sorbus,Sorbus aucuparia;Sorbus minima,NO,NO,YES,Assigned
ASV625,SPECIES,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,,Mercurialis,Mercurialis perennis,95.89,9,99.33,100,Euphorbiaceae,Mercurialis,Mercurialis perennis,NO,NO,NO,Assigned
ASV765,SUBFAMILY,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,,,94.64,51,98.51,100,Myrsinaceae,Anagallis,Anagallis arvensis,NO,NO,NO,Assigned
ASV624,SUBFAMILY,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,,,92.85,55,100.00,100,Myrsinaceae,Anagallis,Anagallis arvensis,NO,NO,NO,Assigned
ASV664,SUBFAMILY,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Amygdaloideae,,,91.75,16,100.00,100,Juglandaceae,Platycarya,,NO,NO,NO,Assigned
ASV786,GENUS,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,,Fraxinus,,91.14,50,100.00,100,Oleaceae,Fraxinus,Fraxinus excelsior,NO,NO,NO,Assigned
ASV702,SPECIES,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,,Fraxinus,Fraxinus excelsior,91.03,24,99.77,100,Oleaceae,Fraxinus,Fraxinus excelsior,NO,NO,NO,Assigned
ASV644,SUBFAMILY,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Campanuloideae,,,86.15,8,98.69,100,Boraginaceae,Omphalodes,Omphalodes verna,NO,NO,NO,Assigned
ASV732,GENUS,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculoideae,Aconitum,,86.04,26,99.34,100,Ranunculaceae,Aconitum,Aconitum lycoctonum;Aconitum moldavicum,NO,NO,YES,Assigned
ASV690,SUBFAMILY,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculoideae,,,85.51,25,98.73,100,Ranunculaceae,Aconitum,Aconitum barbatum var. puberulum,NO,NO,NO,Assigned
ASV755,ORDER,Tracheophyta,Magnoliopsida,Saxifragales,,,,,83.49,58,100.00,100,Saxifragaceae,Micranthes;Saxifraga,Micranthes razshivinii;Saxifraga bronchialis;Saxifraga mertensiana,NO,YES,YES,Assigned
ASV743,GENUS,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamioideae,Lamium,,83.29,10,98.49,100,Lamiaceae,Lamium,Lamium galeobdolon subsp. flavidum,NO,NO,NO,Assigned
ASV781,FAMILY,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,,82.0,41,94.00,100,Geraniaceae;Rosaceae;Urticaceae,Alchemilla;Aphanes;Drymocallis;Erodium;Filipendula;Geranium;Geum;Parietaria;Potentilla;Rosa;Rubus;Sibbaldia,Alchemilla alpina;Alchemilla conjuncta;Alchemilla filicaulis;Alchemilla glabra;Alchemilla glaucescens;Alchemilla glomerulans;Alchemilla micans;Alchemilla sciura;Alchemilla subcrenata;Alchemilla subglobosa;Alchemilla vulgaris;Alchemilla wichurae;Alchemilla xanthochlora;Aphanes arvensis;Aphanes australis;Drymocallis rupestris;Erodium maritimum;Filipendula ulmaria;Filipendula vulgaris;Geranium rotundifolium;Geum urbanum;Parietaria debilis;Potentilla anserina;Potentilla argentea;Potentilla indica;Potentilla pensylvanica;Rosa arvensis;Rosa canina;Rosa micrantha;Rosa obtusifolia;Rosa sherardii;Rosa spinosissima;Rosa tomentosa;Rubus arcticus;Rubus caesius;Rubus cochinchinensis;Rubus fruticosus agg.;Rubus idaeus;Rubus reflexus var. lanceolobus;Rubus saxatilis;Rubus sumatranus;Rubus urticifolius;Sibbaldia procumbens,YES,YES,YES,Assigned
ASV595,SUBFAMILY,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculoideae,,,81.26,23,98.41,100,Ranunculaceae,Aconitum,Aconitum barbatum var. puberulum,NO,NO,NO,Assigned
ASV54,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV540,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
