ASV,Total_reads,LME1636,LME1637,LME1656,LME1663,LME1668,LME1670,LME1679,LME1689,LME1692,LME1695,LME1698,LME1701,LME1702,LME1705,LME1708,LME1714,Tax_Rank,Phylum,Class,Order,Family,Subfamily,Genus,Species,Confidence,Supporting_Recs,Best_ID_percent,Number_of_BOLD_hits,Top_hit_families,Top_hit_genera,Top_hit_species,Ambiguous_family,Ambiguous_genus,Ambiguous_species,Assignment_status
ASV813,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,ORDER,Tracheophyta,Magnoliopsida,Lamiales,,,,,91.78,43,91.11,100,Plantaginaceae,Gratiola,Gratiola aurea;Gratiola japonica,NO,NO,YES,Assigned
ASV83,338,0,0,0,0,0,0,0,0,0,200,0,0,0,138,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.29,97,99.73,100,Rosaceae,Rubus,Rubus cochinchinensis;Rubus longior;Rubus negatus;Rubus oreades,NO,NO,YES,Assigned
ASV836,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,100,98.93,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus condensatus;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foersteri;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus lindleianus;Rubus loehrii;Rubus muenteri;Rubus muridens;Rubus negatus;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus picearum;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus procerus;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus schleicheri;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris,NO,NO,YES,Assigned
ASV840,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,90,99.54,100,Ulmaceae,Ulmus,Ulmus glabra;Ulmus procera,NO,NO,YES,Assigned
ASV845,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,97,99.47,100,Rosaceae,Rubus,Rubus cordiformis;Rubus surrectus,NO,NO,YES,Assigned
ASV846,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,99,99.20,100,Rosaceae,Rubus,Rubus cochinchinensis;Rubus longior;Rubus negatus;Rubus oreades,NO,NO,YES,Assigned
ASV854,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,FAMILY,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,,,,70.18,61,100.00,100,Ulmaceae,Ulmus,Ulmus bergmanniana;Ulmus castaneifolia;Ulmus davidiana;Ulmus glabra;Ulmus glabra Huds.;Ulmus glaucescens;Ulmus minor;Ulmus procera;Ulmus pumila;Ulmus rubra,NO,NO,YES,Low-confidence
ASV862,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,FAMILY,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,,,,86.97,74,100.00,100,Boraginaceae,Cynoglossum;Lappula,Cynoglossum officinale;Lappula balchaschensis,NO,YES,YES,Assigned
ASV865,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,SUBFAMILY,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,,89.38,62,100.00,100,Orobanchaceae;Rosaceae,Castilleja;Potentilla;Rosa;Rubus,Castilleja unalaschcensis;Potentilla sterilis;Rosa spinosissima;Rubus coreanus;Rubus ichangensis;Rubus idaeus;Rubus lambertianus;Rubus saxatilis;Rubus shihae,YES,YES,YES,Assigned
ASV867,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,100,100.00,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus amisiensis;Rubus aphidifer;Rubus arrheniiformis;Rubus bertramii;Rubus bovinus;Rubus braeuckeriformis;Rubus caesius;Rubus calotemnus;Rubus campaniensis;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus dasyphyllus;Rubus dejonghii;Rubus divaricatus;Rubus eglandulosus;Rubus eifeliensis;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foliosus;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus griesiae;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus horrefactus;Rubus hypomalacus;Rubus incisior;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus leucandrus;Rubus lindebergii;Rubus lobatidens;Rubus magnisepalus;Rubus montanus;Rubus muenteri;Rubus mus;Rubus nemoralis;Rubus nemoripatens;Rubus nitidiformis;Rubus opacus;Rubus oreades;Rubus phoenicolasius;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus scidularum;Rubus sciocharis;Rubus senticosus;Rubus spiculus;Rubus tubanticus;Rubus ubericus;Rubus vulgaris,NO,NO,YES,Assigned
ASV871,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Amygdaloideae,Prunus,,96.81,78,99.77,100,Rosaceae,Prunus,Prunus avium;Prunus emarginata,NO,NO,YES,Assigned
ASV873,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,,Hedera,,86.68,5,96.92,100,Araliaceae;Ranunculaceae,Clematis;Hedera,Clematis flammula;Hedera helix;Hedera helix subsp. helix,YES,YES,YES,Assigned
ASV88,303,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,98.54,78,99.77,100,Rosaceae,Rubus,Rubus idaeus;Rubus saxatilis,NO,NO,YES,Assigned
ASV880,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.4,94,99.20,100,Rosaceae,Rubus,Rubus cochinchinensis;Rubus longior;Rubus negatus;Rubus oreades,NO,NO,YES,Assigned
ASV908,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,97,100.00,100,Rosaceae,Rubus,Rubus cochinchinensis;Rubus idaeus,NO,NO,YES,Assigned
ASV909,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,,Hedera,,90.71,9,97.36,100,Araliaceae;Ranunculaceae,Clematis;Hedera,Clematis flammula;Hedera helix;Hedera helix subsp. helix,YES,YES,YES,Assigned
ASV93,292,0,0,0,0,0,0,0,0,0,152,0,0,140,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Violoideae,Viola,,99.11,94,99.77,100,Violaceae,Viola,Viola reichenbachiana;Viola riviniana,NO,NO,YES,Assigned
ASV935,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,CLASS,Tracheophyta,Magnoliopsida,,,,,,91.19,74,99.68,100,Rosaceae,Crataegus,Crataegus laevigata;Crataegus monogyna,NO,NO,YES,Assigned
ASV938,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,100,100.00,100,Rosaceae,Rubus,Rubus cochinchinensis;Rubus longior;Rubus negatus;Rubus oreades,NO,NO,YES,Assigned
ASV942,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,FAMILY,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,,,,91.36,47,99.21,100,Boraginaceae,Amsinckia;Cryptantha;Cynoglossum;Myosotis,Amsinckia menziesii;Cryptantha parviflora;Cynoglossum germanicum;Myosotis secunda,NO,YES,YES,Assigned
ASV951,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,ORDER,Tracheophyta,Magnoliopsida,Asterales,,,,,87.9,85,97.26,100,Boraginaceae;Cucurbitaceae,Paracaryum;Thladiantha,Paracaryum rugulosum;Thladiantha cordifolia,YES,YES,YES,Assigned
ASV975,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,CLASS,Tracheophyta,Magnoliopsida,,,,,,99.3,95,99.30,100,Orobanchaceae;Rosaceae,Castilleja;Rubus,Castilleja unalaschcensis;Rubus cochinchinensis;Rubus fruticosus agg.;Rubus ichangensis;Rubus idaeus;Rubus parviflorus;Rubus pubescens;Rubus pungens var. indefensus;Rubus saxatilis;Rubus sumatranus,YES,YES,YES,Assigned
ASV977,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,,Ulmus,,82.13,50,100.00,100,Ulmaceae,Ulmus,Ulmus castaneifolia;Ulmus davidiana;Ulmus glabra;Ulmus glabra Huds.;Ulmus glaucescens;Ulmus minor;Ulmus pumila;Ulmus rubra,NO,NO,YES,Assigned
ASV99,275,0,0,0,0,0,153,0,0,0,0,0,0,0,0,122,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.66,95,99.47,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus loehrii;Rubus muenteri;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris,NO,NO,YES,Assigned
ASV990,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,100,100.00,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus condensatus;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foersteri;Rubus frederici;Rubus fruticosus agg.;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus lindleianus;Rubus loehrii;Rubus muenteri;Rubus muridens;Rubus negatus;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus picearum;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus procerus;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus schleicheri;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris,NO,NO,YES,Assigned
ASV999,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,FAMILY,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,,,,80.49,81,100.00,100,Asteraceae,Carlina;Cirsium;Saussurea,Carlina vulgaris;Cirsium acaule;Cirsium oleraceum;Saussurea alpina;Saussurea angustifolia,NO,YES,YES,Assigned
